,article
6140,25648096
6141,19239784
6142,25104935
6143,30147320
6144,29143643
6145,22027213
6146,21468186
6147,18507905
6148,29373903
6149,21379321
6150,22389686
6151,29324745
6152,29773945
6153,18190689
6154,27644330
6155,17284154
6156,21050499
6157,28428532
6158,27899894
6159,23904882
6160,26190425
6161,26576380
6162,26423729
6163,23745112
6164,29736229
6165,27716447
6166,20300562
6167,30584268
6168,29094015
6169,27197213
6170,28666455
6171,25538626
6172,30009230
6173,30400604
6174,26401293
6175,29032667
6176,29121584
6177,26620048
6178,29047328
6179,30349371
6180,24160911
6181,19427260
6182,26529606
6183,23363608
6184,26928089
6185,25694933
6186,22937064
6187,27069444
6188,22808280
6189,25749472
6190,26285586
6191,26405797
6192,22188645
6193,26910403
6194,24358318
6195,27788675
6196,26930405
6197,22355250
6198,28245881
6199,29263839
6200,30729058
6201,28109272
6202,29875801
6203,26535267
6204,23560152
6205,21494393
6206,30572950
6207,24171675
6208,15963275
6209,30364391
6210,25204575
6211,27896326
6212,26060698
6213,27388905
6214,30094170
6215,26793018
6216,27886629
6217,27280057
6218,24011030
6219,25402279
6220,28716061
6221,24811890
6222,22369353
6223,30114188
6224,23754892
6225,28489172
6226,25811783
6227,25741090
6228,23082225
6229,27582509
6230,27867375
6231,26191504
6232,28114920
6233,21525821
6234,30619251
6235,24959254
6236,28054946
6237,27824551
6238,25984407
6239,30643508
6240,25436058
6241,24216705
6242,25705344
6243,20453858
6244,26487209
6245,24778625
6246,26049551
6247,28769568
6248,19948016
6249,27684809
6250,26451124
6251,27030949
6252,25481825
6253,25045640
6254,23675548
6255,29259313
6256,25895133
6257,26373402
6258,27081570
6259,26131384
6260,23722914
6261,19668464
6262,24765349
6263,21463977
6264,29078156
6265,20875136
6266,8094770
6267,27272042
6268,22363452
6269,28635639
6270,23408075
6271,29082325
6272,20208544
6273,28955184
6274,25271880
6275,29979408
6276,21824387
6277,25979859
6278,30510346
6279,27391082
6280,25878925
6281,29264020
6282,26464594
6283,30297786
6284,28361905
6285,26958555
6286,26955265
6287,24674092
6288,30009087
6289,28870013
6290,29094217
6291,23369129
6292,29390458
6293,7543139
6294,27898352
6295,24379701
6296,21888790
6297,25531912
6298,25588781
6299,22114597
6300,26998609
6301,17903259
6302,23563266
6303,29483903
6304,28931400
6305,24474914
6306,25161430
6307,30468157
6308,28331882
6309,29468310
6310,10817497
6311,28989997
6312,29082016
6313,25580205
6314,28348755
6315,30498190
6316,26967052
6317,26092512
6318,27751338
6319,22112693
6320,23847706
6321,29250583
6322,6491602
6323,26898512
6324,30584530
6325,25852494
6326,28781922
6327,28503645
6328,28396581
6329,16835735
6330,25848184
6331,25514610
6332,21194480
6333,22802775
6334,25593973
6335,27446428
6336,27928485
6337,27579442
6338,26236616
6339,21949787
6340,29653970
6341,26632681
6342,11402072
6343,24705251
6344,30609664
6345,29390603
6346,25078091
6347,24386138
6348,22033610
6349,29209235
6350,16147975
6351,20601685
6352,27799885
6353,28917022
6354,29577096
6355,21694950
6356,24856001
6357,29148392
6358,16154823
6359,26284228
6360,24391975
6361,25909773
6362,18594873
6363,27782820
6364,28614305
6365,14531934
6366,25013469
6367,22267908
6368,30593225
6369,28335796
6370,27594933
6371,25782566
6372,21170305
6373,30042600
6374,28674591
6375,28856115
6376,28292089
6377,23361625
6378,21928702
6379,26074743
6380,25738160
6381,30559419
6382,16981986
6383,12906714
6384,24868186
6385,26291612
6386,21283790
6387,28507341
6388,12757915
6389,27303109
6390,28491324
6391,29178656
6392,25341085
6393,25943103
6394,23637810
6395,29302284
6396,29204547
6397,27331023
6398,21791040
6399,22066102
6400,24125024
6401,22844524
6402,16087714
6403,18203425
6404,28524083
6405,24086555
6406,28794366
6407,28451516
6408,28079790
6409,30290620
6410,28502932
6411,25392636
6412,26159119
6413,29151541
6414,25923704
6415,26738761
6416,29703231
6417,26432246
6418,26015884
6419,23771592
6420,27596865
6421,29157226
6422,22420048
6423,20955607
6424,25242383
6425,22383978
6426,28630686
6427,23300807
6428,22767972
6429,28458461
6430,22729224
6431,23206339
6432,14718087
6433,29644145
6434,25246984
6435,26848768
6436,23595212
6437,27206246
6438,23937903
6439,26632377
6440,28445472
6441,29021433
6442,28394274
6443,25066384
6444,22293886
6445,21124998
6446,18813312
6447,26118315
6448,22842144
6449,26535323
6450,28044278
6451,26849888
6452,28529873
6453,27708982
6454,28151966
6455,27312378
6456,26558765
6457,25018918
6458,30524757
6459,16636135
6460,30583981
6461,29264197
6462,29774831
6463,23840657
6464,28937147
6465,19480697
6466,26656328
6467,27529030
6468,22693548
6469,20165659
6470,26648521
6471,27994782
6472,29447181
6473,20421942
6474,26761478
6475,24396630
6476,19541582
6477,25349968
6478,26375424
6479,26449431
6480,25758904
6481,28894841
6482,23042115
6483,28835676
6484,24476631
6485,28529940
6486,18575628
6487,28459811
6488,29922228
6489,29866148
6490,25993113
6491,25889981
6492,23894234
6493,27777987
6494,28032039
6495,30581396
6496,28959650
6497,28983094
6498,26622132
6499,25568956
6500,20601955
6501,21116430
6502,27081564
6503,24068149
6504,28224086
6505,28680502
6506,26889439
6507,16242016
6508,27207087
6509,23937856
6510,29511402
6511,29386252
6512,29695653
6513,24497003
6514,26333996
6515,22368772
6516,30142876
6517,22934007
6518,25861458
6519,26689738
6520,25844555
6521,29468204
6522,29073549
6523,28727744
6524,29728604
6525,21835007
6526,26107182
6527,28058164
6528,27134824
6529,28228892
6530,28373758
6531,20368975
6532,24520327
6533,18437005
6534,23670492
6535,25075198
6536,23394259
6537,24220272
6538,28919773
6539,25097709
6540,28542386
6541,26303162
6542,24520516
6543,23522744
6544,27661041
6545,20838650
6546,25170374
6547,20678316
6548,16355505
6549,27162537
6550,28628664
6551,27457053
6552,18787367
6553,21857984
6554,24904365
6555,27236462
6556,30186795
6557,26710796
6558,24257331
6559,27070783
6560,26781568
6561,23730614
6562,29085814
6563,22563285
6564,24778993
6565,27684046
6566,27896101
6567,27222790
6568,29180983
6569,28810878
6570,28924228
6571,29085204
6572,11897077
6573,26101870
6574,29543694
6575,25667904
6576,29138203
6577,28587365
6578,29553041
6579,28151863
6580,28831785
6581,25741522
6582,24252385
6583,30009375
6584,16277730
6585,28670617
6586,24632883
6587,27738482
6588,29391334
6589,27920983
6590,27928468
6591,30526617
6592,21139990
6593,29310345
6594,28732300
6595,29076328
6596,25799553
6597,25221544
6598,26106451
6599,19561646
6600,21483677
6601,19341478
6602,29774834
6603,28082992
6604,29554866
6605,27840332
6606,29752332
6607,29484276
6608,24219646
6609,22385688
6610,28674741
6611,25347448
6612,22461917
6613,16968542
6614,28270747
6615,23236337
6616,20923544
6617,29439672
6618,28042471
6619,30678715
6620,27677260
6621,26356634
6622,24728482
6623,28810924
6624,26355245
6625,18728724
6626,25033833
6627,29739436
6628,25086666
6629,23587214
6630,25213190
6631,26261001
6632,29181049
6633,27882152
6634,29301182
6635,23527121
6636,17310363
6637,11818029
6638,8645580
6639,28560173
6640,28349281
6641,28796762
6642,26808839
6643,20403794
6644,26941181
6645,28716106
6646,29903905
6647,30722811
6648,28828127
6649,27401463
6650,15193151
6651,29732358
6652,19193220
6653,27255154
6654,26770245
6655,29359012
6656,26055763
6657,25025441
6658,29375748
6659,21040555
6660,28883239
6661,29627804
6662,12888815
6663,26837003
6664,28566617
6665,19270863
6666,24518598
6667,26543284
6668,16102313
6669,27408740
6670,28347280
6671,17923788
6672,19212513
6673,22115124
6674,27833609
6675,28884355
6676,26683624
6677,26288604
6678,25523208
6679,28320390
6680,17177598
6681,19641641
6682,24347950
6683,26858701
6684,22313950
6685,23104095
6686,22969284
6687,19183501
6688,29508305
6689,25627031
6690,29138651
6691,25426050
6692,25119035
6693,19828036
6694,28729942
6695,24457356
6696,27188450
6697,19148316
6698,26483612
6699,25069607
6700,24777184
6701,26155270
6702,26019392
6703,24763104
6704,24213223
6705,28293200
6706,26459628
6707,22892566
6708,21874003
6709,26832652
6710,22099088
6711,21031022
6712,22740771
6713,19284612
6714,19889198
6715,30684056
6716,23819482
6717,26689363
6718,22958593
6719,21750755
6720,30105020
6721,20700521
6722,23429355
6723,18297293
6724,26220994
6725,26082779
6726,20962779
6727,29568644
6728,27175660
6729,29871662
6730,30017488
6731,23926392
6732,26729145
6733,20698714
6734,29899036
6735,25206965
6736,25685336
6737,21445286
6738,29951261
6739,21501432
6740,27141431
6741,23673399
6742,21703028
6743,19393041
6744,28469848
6745,27613839
6746,29031176
6747,22168358
6748,25126151
6749,28036350
6750,25261935
6751,27608681
6752,24213235
6753,26401208
6754,27237815
6755,28502937
6756,22121438
6757,27703611
6758,21047410
6759,25645394
6760,22346212
6761,30510603
6762,26578979
6763,23837715
6764,29780949
6765,23696716
6766,28978181
6767,27930532
6768,27472688
6769,27174165
6770,20148173
6771,28762014
6772,26783962
6773,19936176
6774,28546525
6775,30473970
6776,25620110
6777,26677363
6778,17252300
6779,26379143
6780,26271620
6781,25978839
6782,27232881
6783,26984449
6784,28446993
6785,28919789
6786,29470358
6787,28796786
6788,18166138
6789,15798766
6790,24143308
6791,25100979
6792,27269254
6793,22018437
6794,28469101
6795,23198986
6796,27917889
6797,19868926
6798,26029628
6799,30424543
6800,25694274
6801,22869473
6802,30418525
6803,27274304
6804,28502946
6805,26777917
6806,28977975
6807,26716871
6808,20819849
6809,25694923
6810,27956793
6811,20049324
6812,26622243
6813,29310370
6814,28061473
6815,16265204
6816,28882180
6817,28729468
6818,28858099
6819,22198791
6820,30278526
6821,25582454
6822,29381965
6823,24958233
6824,28405953
6825,25559739
6826,24880671
6827,27511743
6828,24982844
6829,27265872
6830,26376384
6831,27429661
6832,21843372
6833,23073747
6834,19918224
6835,27326301
6836,25177433
6837,30662878
6838,28555384
6839,30700761
6840,22955616
6841,27570815
6842,30214957
6843,28665989
6844,28373672
6845,26873038
6846,25885572
6847,30071377
6848,24696670
6849,23531088
6850,25179511
6851,27153873
6852,27725761
6853,26070796
6854,30464467
6855,28855922
6856,27822199
6857,22275816
6858,24523678
6859,27428181
6860,26578084
6861,28106712
6862,26608985
6863,22783293
6864,23662165
6865,24238033
6866,28376583
6867,19513105
6868,28690828
6869,23967865
6870,25569649
6871,25606387
6872,23497566
6873,24622287
6874,30518410
6875,26945426
6876,25291378
6877,30134535
6878,24236197
6879,28618350
6880,29139004
6881,28239409
6882,27412903
6883,22869205
6884,28690590
6885,28155175
6886,28392919
6887,28733573
6888,28541641
6889,24093164
6890,26216362
6891,29675021
6892,27356651
6893,18788891
6894,29629241
6895,22949749
6896,24348777
6897,28400116
6898,21529417
6899,29410393
6900,20976243
6901,28335777
6902,24455641
6903,23610702
6904,28938635
6905,25351291
6906,30344506
6907,27402484
6908,22802805
6909,24618699
6910,25793117
6911,28148293
6912,21347344
6913,16446895
6914,25803030
6915,27884121
6916,24892447
6917,29849466
6918,27918258
6919,28217204
6920,28798699
6921,25907826
6922,28959455
6923,26446931
6924,26837011
6925,21284869
6926,28711272
6927,25486126
6928,20520800
6929,26384297
6930,19915795
6931,28680624
6932,26817911
6933,27806720
6934,28567291
6935,24157731
6936,20113555
6937,27904108
6938,29096347
6939,28430641
6940,25419288
6941,26157586
6942,26020388
6943,22589746
6944,12778069
6945,26861070
6946,23999198
6947,27786304
6948,22237025
6949,24225206
6950,25194844
6951,23724869
6952,28682900
6953,26009665
6954,22500136
6955,25303973
6956,29625604
6957,28260930
6958,21619691
6959,23050007
6960,29212442
6961,28796176
6962,21435221
6963,19272188
6964,27576556
6965,28090315
6966,27399083
6967,25691592
6968,26886615
6969,29953009
6970,26523459
6971,26062517
6972,25481229
6973,29766084
6974,27382296
6975,27613189
6976,20041131
6977,26586978
6978,29434564
6979,22123338
6980,27647839
6981,26666848
6982,26721815
6983,28191314
6984,24101904
6985,30157893
6986,23162541
6987,23216655
6988,17014705
6989,27708409
6990,29076887
6991,28386260
6992,19660230
6993,26193962
6994,28462153
6995,24570848
6996,28482873
6997,29308739
6998,20643877
6999,24758689
7000,29693069
7001,28143519
7002,27920990
7003,26090890
7004,25955826
7005,22949802
7006,23686564
7007,25802738
7008,25399483
7009,29260111
7010,28422845
7011,20507772
7012,25781896
7013,24010978
7014,24572248
7015,20404950
7016,9020500
7017,26405640
7018,30651078
7019,30559713
7020,30521555
7021,25858312
7022,28591035
7023,30564454
7024,26927756
7025,27821142
7026,27408758
7027,22879922
7028,22612995
7029,29110704
7030,30344475
7031,27920496
7032,26537949
7033,25685701
7034,21045191
7035,29538399
7036,27442665
7037,20360918
7038,28868377
7039,28924035
7040,26217573
7041,24053582
7042,25519458
7043,19869788
7044,23231806
7045,27625312
7046,17326944
7047,24840640
7048,25031024
7049,27574175
7050,20300571
7051,24605092
7052,21967988
7053,28642698
7054,28480552
7055,27307928
7056,30348442
7057,22113612
7058,22849707
7059,27818542
7060,28795032
7061,28128342
7062,15083178
7063,29199195
7064,26155272
7065,24453988
7066,27902587
7067,24416705
7068,24646465
7069,29760851
7070,26715935
7071,27158272
7072,29559902
7073,28496348
7074,25798355
7075,26506520
7076,25580160
7077,29089521
7078,25859873
7079,30040737
7080,21532572
7081,25887979
7082,25949391
7083,30362302
7084,24520210
7085,24761198
7086,25543846
7087,27093299
7088,30065232
7089,20387126
7090,27077131
7091,24876377
7092,21884645
7093,29152119
7094,21573018
7095,30038815
7096,22682058
7097,22554077
7098,26901129
7099,26084329
7100,25883031
7101,29321422
7102,24367720
7103,24591846
7104,26808628
7105,25115286
7106,26266977
7107,27429649
7108,27812090
7109,29018038
7110,29311566
7111,28125692
7112,27310946
7113,28538418
7114,25750566
7115,27788218
7116,25664151
7117,23372373
7118,27819421
7119,26140244
7120,28381302
7121,23437219
7122,22837855
7123,23948967
7124,29744045
7125,26653687
7126,25217958
7127,24825964
7128,28382420
7129,30134800
7130,25366964
7131,26586985
7132,29948369
7133,28931369
7134,22640971
7135,29346380
7136,22053731
7137,28348840
7138,25653531
7139,20809250
7140,29460302
7141,30644355
7142,27500239
7143,27858919
7144,29178034
7145,26403419
7146,27746431
7147,28738807
7148,22461779
7149,28926601
7150,30126209
7151,29910625
7152,27330900
7153,29518010
7154,19826413
7155,30407696
7156,19534781
7157,24067428
7158,25972872
7159,20473510
7160,26319934
7161,25992071
7162,24848130
7163,28337417
7164,29377913
7165,28680873
7166,28700713
7167,24436877
7168,26925914
7169,19143700
7170,28239462
7171,26594637
7172,29541585
7173,27543137
7174,20223017
7175,29370247
7176,29515722
7177,27314530
7178,25750871
7179,26273166
7180,20130649
7181,12923340
7182,30374650
7183,17853646
7184,27502833
7185,17270046
7186,27737834
7187,28178228
7188,24833911
7189,28715459
7190,25998535
7191,27276083
7192,20593189
7193,27485618
7194,28070498
7195,25705399
7196,29377910
7197,28454372
7198,29718836
7199,29054180
7200,26778150
7201,28186096
7202,27057486
7203,24701209
7204,26419464
7205,28604336
7206,28401200
7207,26889722
7208,29755416
7209,24505223
7210,24426187
7211,27103874
7212,26238717
7213,29506494
7214,11355119
7215,30254910
7216,25120625
7217,27555841
7218,25252824
7219,18976559
7220,28851372
7221,17971856
7222,29243019
7223,18577985
7224,24626278
7225,28271263
7226,25733938
7227,22855307
7228,30631766
7229,26288647
7230,24088418
7231,18682846
7232,27474099
7233,27643488
7234,27048215
7235,25902789
7236,27490567
7237,27316668
7238,23085758
7239,26157464
7240,29479337
7241,21980543
7242,23329965
7243,28194398
7244,20140211
7245,26266352
7246,21902819
7247,25989017
7248,25647223
7249,27495029
7250,22151964
7251,18258111
7252,29487697
7253,28378231
7254,27807551
7255,29713922
7256,24050656
7257,24465613
7258,30139988
7259,25225338
7260,24055392
7261,28117441
7262,29621987
7263,25054639
7264,28386209
7265,25078776
7266,29503894
7267,20049715
7268,23870062
7269,28966734
7270,27057889
7271,27840368
7272,25182325
7273,29403011
7274,25422674
7275,26846091
7276,27301771
7277,28403825
7278,29668855
7279,28430173
7280,25750628
7281,26793493
7282,28515904
7283,17651551
7284,29450045
7285,19763666
7286,29213400
7287,19640274
7288,23986018
7289,18205951
7290,20932381
7291,28592920
7292,29213626
7293,28725274
7294,28649370
7295,23021203
7296,29526938
7297,26303090
7298,23377375
7299,28535580
7300,16405731
7301,23483613
7302,24069464
7303,27354760
7304,26727367
7305,26038048
7306,21179552
7307,29156777
7308,25383318
7309,17456235
7310,29323162
7311,29550834
7312,26754777
7313,24729821
7314,30253811
7315,25474641
7316,28955296
7317,19218199
7318,27958685
7319,24591775
7320,24104403
7321,28148890
7322,27303452
7323,29124052
7324,23914933
7325,25670966
7326,29262669
7327,24204797
7328,27019806
7329,26558513
7330,24893747
7331,24724063
7332,26985329
7333,23449362
7334,29133604
7335,18794340
7336,25068422
7337,21799892
7338,29381959
7339,25526433
7340,21931788
7341,29716647
7342,29324725
7343,28072766
7344,9989453
7345,28356797
7346,21192848
7347,29322700
7348,24918765
7349,23663788
7350,24289659
7351,21649882
7352,21978459
7353,28321155
7354,23139750
7355,28126006
7356,28099327
7357,19055756
7358,25692111
7359,30619872
7360,27294007
7361,23950635
7362,27746430
7363,17922904
7364,26619011
7365,27384692
7366,21518449
7367,26029577
7368,23674196
7369,29033443
7370,25079552
7371,28663944
7372,24937822
7373,25905042
7374,28694805
7375,25785242
7376,26029546
7377,30370032
7378,27485500
7379,26269413
7380,24653723
7381,25875217
7382,26914330
7383,25976325
7384,23225815
7385,29968534
7386,26171090
7387,29108381
7388,21733195
7389,22384167
7390,29901595
7391,27616786
7392,23133700
7393,22815692
7394,28228380
7395,26780742
7396,27761754
7397,24339294
7398,17337130
7399,27296861
7400,26226977
7401,12847138
7402,30446009
7403,25137376
7404,24474093
7405,18465152
7406,26247049
7407,25531547
7408,23341890
7409,23889995
7410,24705344
7411,23894308
7412,22930665
7413,24655478
7414,23892605
7415,24625201
7416,28025775
7417,17448233
7418,27307892
7419,19455231
7420,29404477
7421,19763161
7422,22216886
7423,30636991
7424,25404929
7425,7841064
7426,12773198
7427,28275539
7428,19793480
7429,17062131
7430,26000326
7431,27110384
7432,25518032
7433,27546909
7434,27153087
7435,19587819
7436,29255988
7437,23550220
7438,28533818
7439,22791191
7440,24634837
7441,28234346
7442,24129065
7443,27219265
7444,25932076
7445,28033261
7446,23951034
7447,17997608
7448,22681987
7449,25406224
7450,26577836
7451,26248037
7452,30671015
7453,30344296
7454,24455642
7455,29118981
7456,26693049
7457,23621911
7458,26651329
7459,29166415
7460,14974661
7461,17176573
7462,26838603
7463,27847621
7464,27083890
7465,19552797
7466,24868310
7467,21139903
7468,26694873
7469,28611774
7470,25120377
7471,29152425
7472,26937316
7473,24142577
7474,20352254
7475,11473726
7476,26542071
7477,28119525
7478,26418951
7479,22355308
7480,27559948
7481,27457511
7482,23058191
7483,24173185
7484,29868001
7485,26965646
7486,29264036
7487,29061949
7488,29867867
7489,22918122
7490,23263717
7491,30516104
7492,26191093
7493,29299899
7494,27245663
7495,20806078
7496,20650010
7497,26251798
7498,26623256
7499,23423141
7500,20230635
7501,25097672
7502,29649002
7503,29875851
7504,26974996
7505,30587868
7506,26079540
7507,29201578
7508,19513731
7509,30469370
7510,16778413
7511,27274348
7512,20226058
7513,15461798
7514,25937365
7515,24671489
7516,28855316
7517,16193357
7518,24591817
7519,26686423
7520,15698481
7521,25187270
7522,29574408
7523,28791213
7524,29057987
7525,25802655
7526,28531870
7527,20613842
7528,27272194
7529,26840265
7530,26576115
7531,29670926
7532,28659290
7533,27481713
7534,26431402
7535,24634588
7536,25705323
7537,27508004
7538,24586223
7539,22584751
7540,28028414
7541,25755973
7542,30319615
7543,26911516
7544,27265895
7545,29988390
7546,24086707
7547,24148102
7548,27729835
7549,27289364
7550,24046803
7551,28709457
7552,27418850
7553,23823695
7554,29204553
7555,25249785
7556,27367736
7557,22347927
7558,29503670
7559,24833682
7560,29285431
7561,20232210
7562,22469535
7563,28435789
7564,24115039
7565,25903499
7566,29352217
7567,28979769
7568,25414675
7569,25404930
7570,20042111
7571,26849038
7572,29403439
7573,30689138
7574,30581524
7575,30070981
7576,30636969
7577,27336030
7578,22322515
7579,18945920
7580,25622906
7581,27434054
7582,28240260
7583,25417697
7584,27920851
7585,27995184
7586,24523914
7587,30442168
7588,21689444
7589,29090117
7590,26843370
7591,16434860
7592,27780619
7593,25284994
7594,25651321
7595,30298346
7596,21120305
7597,14623864
7598,29558995
7599,23785531
7600,25686210
7601,26187500
7602,27994588
7603,21208438
7604,28885612
7605,29159075
7606,23198969
7607,25155229
7608,28446418
7609,27905900
7610,27434277
7611,24568147
7612,28376766
7613,25605792
7614,25079317
7615,23300577
7616,29321066
7617,28871042
7618,28321109
7619,28988020
7620,24886579
7621,16965625
7622,18764949
7623,27893686
7624,29067158
7625,28257033
7626,26086800
7627,22742986
7628,23628958
7629,28400731
7630,28822892
7631,27555982
7632,27653260
7633,29467621
7634,21687627
7635,27114784
7636,28333941
7637,29757990
7638,30580378
7639,21829713
7640,29155831
7641,25775041
7642,7819057
7643,27562436
7644,25940699
7645,30226219
7646,25849541
7647,25674743
7648,19794945
7649,28293549
7650,28514296
7651,30696098
7652,24422001
7653,29076040
7654,28582390
7655,16723034
7656,27580057
7657,24971062
7658,22429697
7659,29459669
7660,27837439
7661,28349240
7662,2562132
7663,24175037
7664,28092783
7665,29977912
7666,29511536
7667,26818898
7668,29932159
7669,25896868
7670,29848330
7671,27357285
7672,26196328
7673,25972378
7674,25566190
7675,26637293
7676,30467211
7677,27813024
7678,29698385
7679,29707051
7680,26832806
7681,30646507
7682,29746572
7683,19238510
7684,28356805
7685,28241418
7686,24883173
7687,28086992
7688,27723766
7689,26636905
7690,29029508
7691,28794357
7692,16704774
7693,27896256
7694,24346784
7695,27408759
7696,30014051
7697,20549505
7698,18728842
7699,26468481
7700,27642441
7701,30634555
7702,27512647
7703,27641480
7704,22721258
7705,20108535
7706,27009317
7707,29541570
7708,24529186
7709,28115983
7710,24969265
7711,26711936
7712,27142780
7713,22815872
7714,30484079
7715,28662647
7716,26858700
7717,24986479
7718,28053682
7719,18765063
7720,28419129
7721,23251463
7722,22977348
7723,26100594
7724,20546687
7725,27081554
7726,29225787
7727,29281989
7728,28804507
7729,20003547
7730,28127678
7731,17697278
7732,28105072
7733,24732162
7734,23336697
7735,23255991
7736,27714434
7737,24742063
7738,25678906
7739,28351901
7740,16635262
7741,28979642
7742,11381081
7743,22171697
7744,24188089
7745,25004298
7746,21938255
7747,24753890
7748,27641504
7749,27749933
7750,28663971
7751,28459081
7752,29879094
7753,10967569
7754,26989392
7755,24341630
7756,18577995
7757,29768629
7758,23346271
7759,1733434
7760,28108473
7761,25414693
7762,29262573
7763,26751571
7764,29127605
7765,29349674
7766,28275538
7767,29216884
7768,23908961
7769,26883990
7770,27688662
7771,26729329
7772,29402229
7773,26719697
7774,28966807
7775,29440260
7776,19420089
7777,23833426
7778,23341953
7779,28090050
7780,23967255
7781,23024820
7782,18472990
7783,24143105
7784,23793898
7785,27495934
7786,26889332
7787,29539639
7788,28759828
7789,23094118
7790,29066903
7791,27526028
7792,27114771
7793,28794852
7794,19881087
7795,28652663
7796,30728224
7797,24416692
7798,29967576
7799,29455227
7800,30024561
7801,29276676
7802,29181168
7803,28482813
7804,27065870
7805,30331080
7806,23236327
7807,25768933
7808,23555867
7809,28811701
7810,27602392
7811,29344157
7812,16887026
7813,29330835
7814,26712444
7815,28448241
7816,26484020
7817,30092773
7818,28952037
7819,27092325
7820,25544018
7821,24624321
7822,21293785
7823,23739289
7824,19861063
7825,25648561
7826,21864381
7827,23449883
7828,27281030
7829,23178421
7830,27604467
7831,28489757
7832,26780470
7833,27843519
7834,26864517
7835,27447943
7836,23110796
7837,30018276
7838,15683544
7839,29967940
7840,30413158
7841,29180701
7842,29657847
7843,22275906
7844,28967294
7845,25045249
7846,23569549
7847,16536881
7848,16007416
7849,27416070
7850,27273737
7851,30111751
7852,26125003
7853,25866647
7854,27454660
7855,27956373
7856,27242652
7857,25484963
7858,19949482
7859,29518906
7860,27231371
7861,25935893
7862,28904675
7863,26988370
7864,27018053
7865,23951386
7866,27146836
7867,28831356
7868,28975087
7869,29966347
7870,25797650
7871,20196864
7872,21985737
7873,29249992
7874,27135055
7875,24244777
7876,29228562
7877,26083495
7878,27780512
7879,30275975
7880,29312473
7881,28288626
7882,29324372
7883,28007746
7884,17223989
7885,28798553
7886,27212378
7887,28761199
7888,27583909
7889,22474406
7890,23599910
7891,27508181
7892,28250931
7893,21943366
7894,26635954
7895,28598415
7896,25951892
7897,24353976
7898,30425569
7899,24039281
7900,18700974
7901,24390224
7902,22146131
7903,29701169
7904,28492226
7905,24076112
7906,26001036
7907,29587443
7908,27175295
7909,27293209
7910,30681634
7911,26669566
7912,29484045
7913,28560149
7914,19381301
7915,28410377
7916,25644552
7917,26780750
7918,26110060
7919,23115665
7920,26285031
7921,11266303
7922,26617516
7923,12702224
7924,29636960
7925,30200486
7926,30427933
7927,28963714
7928,18177205
7929,28007747
7930,30482913
7931,22398410
7932,30706420
7933,26809251
7934,26594092
7935,26056920
7936,23878691
7937,27895861
7938,27966451
7939,17130148
7940,18408082
7941,16722557
7942,29213221
7943,28663998
7944,27830037
7945,25009568
7946,25500709
7947,29258554
7948,24122263
7949,28725601
7950,28904670
7951,27855206
7952,27729732
7953,26561413
7954,26465370
7955,24572633
7956,27192204
7957,27428226
7958,27148573
7959,10725328
7960,25771865
7961,27525107
7962,25992243
7963,23359050
7964,26816667
7965,27966626
7966,20626851
7967,19830208
7968,29988290
7969,26690506
7970,28877270
7971,29515532
7972,22880181
7973,25194610
7974,28011902
7975,27258503
7976,30467490
7977,29299180
7978,29915441
7979,25886801
7980,29048290
7981,24642650
7982,28289527
7983,24628767
7984,27065946
7985,25859411
7986,27434490
7987,26489685
7988,28099331
7989,26401268
7990,29333421
7991,23255992
7992,28350805
7993,23299996
7994,24505221
7995,19543490
7996,27980096
7997,22509165
7998,28502940
7999,28725197
8000,28096650
8001,27990134
8002,27854286
8003,28321054
8004,5578741
8005,17674044
8006,28659855
8007,25387498
8008,26222965
8009,30106046
8010,27075364
8011,27299701
8012,23622336
8013,29464217
8014,16494769
8015,21906334
8016,28793479
8017,26355232
8018,27408655
8019,24304560
8020,29527255
8021,28347334
8022,29662568
8023,28319890
8024,29877286
8025,25275318
8026,21345767
8027,28772029
8028,25726410
8029,29607389
8030,22335280
8031,26598629
8032,26198682
8033,28553416
8034,26001274
8035,26811971
8036,21731561
8037,25072261
8038,23281640
8039,30464429
8040,26361541
8041,24765546
8042,19144126
8043,29202820
8044,21211024
8045,28498829
8046,26039123
8047,29200970
8048,17351857
8049,25237413
8050,27472695
8051,29946498
8052,26451310
8053,27896216
8054,19721696
8055,29764460
8056,27919932
8057,26891848
8058,26665124
8059,21279515
8060,26015548
8061,30754668
8062,27991895
8063,26171110
8064,27804084
8065,27307101
8066,28405474
8067,25867648
8068,23990876
8069,29467816
8070,28970717
8071,27630400
8072,26331045
8073,26911245
8074,29561282
8075,24371801
8076,27759785
8077,27607192
8078,26470028
8079,29691480
8080,25469774
8081,23285132
8082,28042550
8083,22457678
8084,27770388
8085,30135585
8086,28915275
8087,24606767
8088,29527509
8089,23313954
8090,22690159
8091,25341126
8092,25961296
8093,27781424
8094,28724929
8095,27819033
8096,25120560
8097,24621885
8098,22069679
8099,23826463
8100,17263893
8101,26184256
8102,24705333
8103,28795026
8104,22550561
8105,27040102
8106,30082701
8107,28435601
8108,21437064
8109,29425120
8110,23514227
8111,24860855
8112,23524411
8113,27658992
8114,27124878
8115,24260224
8116,23849604
8117,22888207
8118,19432967
8119,23171281
8120,21479187
8121,17326838
8122,23237230
8123,27594932
8124,25687209
8125,24518976
8126,30363189
8127,29357841
8128,27022339
8129,29955135
8130,24399610
8131,28781648
8132,23758953
8133,29442281
8134,22968855
8135,28360849
8136,24765079
8137,27752629
8138,26017871
